Machine,Strategy,Tool_Type,Tool_Diameter,Tool_Tip_Radius,Tool_Length,Overhang,Num_of_Flutes,Gauge_Length,Holder,Tolerance,Block_X,Block_Y,Block_Z,Max_X,Min_X,Max_Y,Min_Y,Max_Z,Min_Z,Skim_Distance,Plunge_Distance,Global_Thickness,Radial_Thickness,Axial_Thickness,Cutting_Feed_Rate,Plunge_Feed_Rate,Rapid_Feed_Rate,Spindle,Cut_Length,Stepover,Stepdown,Machining_Thickness,Estimasi_Detik,Aktual_Detik
PRO,Constant Z,Ball Nosed,6.0,3.0,50.5,33.3,2,117.3,MINI-MINI CHCUK MMC8-90,0.005,13.475,13.0,20.25,-18.514,-25.423,58.758,51.392,50.0,-19.994,5,3.0,0.0,0.1,0.0,1600,800.0,7000,7000,1326.75,0.0,0.2,0.1,88,126
PRO,Pattern,Ball Nosed,6.0,3.0,50.5,33.3,2,117.3,MINI-MINI CHCUK MMC8-90,0.004,130.0,130.0,27.25,48.792,-48.792,56.807,-49.093,50.0,-0.75,5,3.0,0.0,-0.5,0.0,1600,800.0,7000,7000,329.237,5.0,0.0,-0.5,30,46
PRO,Constant Z,End Mill,4.0,0.0,40.0,19.9,2,103.9,MINI-MINI CHCUK MMC8-90,0.005,13.475,13.0,18.25,-17.207,-26.625,58.236,50.077,50.0,-18.0,5,3.0,0.0,-0.025,0.0,500,250.0,7000,5000,1703.45,0.0,0.2,-0.025,307,328
PRO,Constant Z,End Mill,6.0,0.0,40.0,15.0,2,99.5,MINI-MINI CHCUK MMC8-90,0.005,94.0,94.0,2.0,37.999,-37.998,37.999,-41.108,26.0,-2.0,5,2.0,0.0,0.0,0.0,1000,500.0,7000,5000,238.756,0.0,1.0,0.0,15,35
PRO,Drilling,Drill,3.0,0.0,4.5,30.0,2,164.0,dummy toolholder name,0.025,94.0,94.0,2.0,25.0,-25.0,10.265,0.0,26.0,-3.0,5,2.0,0.0,0.0,0.0,28,3.0,7000,1400,15.0,0.0,0.0,0.0,33,59
PRO,Drilling,Drill,8.5,0.0,42.5,50.0,2,184.0,dummy toolholder name,0.025,94.0,94.0,2.0,25.0,-25.0,10.265,0.0,26.0,-20.0,5,2.0,0.0,0.0,0.0,39,4.0,7000,490,76.8,0.0,0.0,0.0,125,170
PRO,Offset Area Clearance,Tip Radiused,12.4,3.0,30.0,45.0,2,102.0,dummy toolholder name,0.025,94.0,94.0,14.0,27.59,-27.594,21.875,-2.605,26.0,-14.0,5,2.0,0.0,0.2,0.0,1400,700.0,7000,5500,6305.3,5.0,0.3,0.2,369,490
PRO,Constant Z,End Mill,6.0,0.0,40.0,18.8,2,103.3,MINI-MINI CHCUK MMC8-90,0.005,60.0,60.0,3.2,12.498,-12.497,22.763,-2.232,26.0,-16.2,5,2.0,0.0,0.5,0.0,1000,500.0,7000,5000,706.731,0.0,0.5,0.5,43,65
PRO,Constant Z,End Mill,6.0,0.0,40.0,18.8,2,103.3,MINI-MINI CHCUK MMC8-90,0.05,60.0,60.0,17.0,12.827,-12.828,23.094,-2.563,26.0,-16.995,5,2.0,0.0,0.15,0.0,1000,500.0,7000,5000,1531.39,0.0,1.0,0.15,93,115
PRO,Constant Z,End Mill,6.0,0.0,40.0,18.8,2,103.3,MINI-MINI CHCUK MMC8-90,0.005,60.0,60.0,17.0,13.01,-13.01,23.276,-2.743,26.0,-17.0,5,2.0,0.0,-0.011,0.0,1000,500.0,7000,5000,1553.09,0.0,1.0,-0.011,94,116
PRO,Constant Z,End Mill,6.0,0.0,40.0,18.8,2,103.3,MINI-MINI CHCUK MMC8-90,0.005,94.0,94.0,14.0,28.999,-28.999,3.998,-3.998,26.0,-9.5,5,2.0,0.0,0.0,0.0,1000,500.0,7000,5000,1858.83,0.0,0.25,0.0,115,138
PRO,Constant Z,End Mill,6.0,0.0,40.0,18.8,2,103.3,MINI-MINI CHCUK MMC8-90,0.005,10.488,11.852,17.0,-10.151,-15.295,20.368,15.081,26.0,-16.999,5,2.0,0.0,-0.04,0.0,1000,500.0,7000,5000,734.902,0.0,0.25,-0.04,64,97
