Machine,Strategy,Tool_Type,Tool_Diameter,Tool_Tip_Radius,Tool_Length,Overhang,Num_of_Flutes,Gauge_Length,Holder,Tolerance,Block_X,Block_Y,Block_Z,Max_X,Min_X,Max_Y,Min_Y,Max_Z,Min_Z,Skim_Distance,Plunge_Distance,Global_Thickness,Radial_Thickness,Axial_Thickness,Cutting_Feed_Rate,Plunge_Feed_Rate,Rapid_Feed_Rate,Spindle,Cut_Length,Stepover,Stepdown,Machining_Thickness,Estimasi_Detik,Aktual_Detik
F1,Offset Area Clearance,Ball Nosed,6.0,3.0,50.5,30.0,2,114.0,MINI-MINI CHCUK MMC8-90,0.1,162.0,176.39,176.395,145.15,-5.15,108.143,-70.232,10.643,-138.65,5,2.0,0.3,0.0,0.0,1337,668.5,7000,7427,6606.72,3.0,0.3,0.3,537,932
F1,Offset Area Clearance,Ball Nosed,6.0,3.0,50.5,30.0,2,114.0,MINI-MINI CHCUK MMC8-90,0.1,162.0,176.39,176.395,145.15,-5.15,117.435,-10.643,108.143,-48.813,5,2.0,0.3,0.0,0.0,1337,668.5,7000,7427,5379.75,3.0,0.3,0.3,425,711
F1,Offset Area Clearance,Ball Nosed,6.0,3.0,50.5,30.0,2,114.0,MINI-MINI CHCUK MMC8-90,0.1,162.0,176.39,176.395,145.15,-5.15,70.232,-108.143,138.65,-10.643,5,2.0,0.3,0.0,0.0,1337,668.5,7000,7427,6838.69,3.0,0.3,0.3,557,958
F1,Offset Area Clearance,Ball Nosed,6.0,3.0,50.5,30.0,2,114.0,MINI-MINI CHCUK MMC8-90,0.1,162.0,176.39,176.395,145.15,-5.15,10.643,-138.65,70.232,-108.143,5,2.0,0.3,0.0,0.0,1337,668.5,7000,7427,6799.37,3.0,0.3,0.3,553,954
F1,Surface Machine,Ball Nosed,6.0,3.0,50.5,31.2,2,115.2,MINI-MINI CHCUK MMC8-90,0.005,144.0,181.381,181.381,146.297,-6.132,112.765,-70.893,13.347,-138.957,5,2.0,0.15,0.0,0.0,1200,600.0,7000,7000,23385.4,1.0,0.0,0.15,1423,1726
F1,Surface Machine,Ball Nosed,6.0,3.0,50.5,31.2,2,115.2,MINI-MINI CHCUK MMC8-90,0.005,144.0,181.381,181.381,146.297,-6.129,138.957,-13.225,112.738,-70.893,5,2.0,0.15,0.0,0.0,1200,600.0,7000,7000,23385.1,1.0,0.0,0.15,1419,1706
F1,Surface Machine,Ball Nosed,6.0,3.0,50.5,31.2,2,115.2,MINI-MINI CHCUK MMC8-90,0.005,144.0,181.381,181.381,146.297,-6.131,70.893,-112.756,138.957,-13.306,5,2.0,0.15,0.0,0.0,1200,600.0,7000,7000,23385.0,1.0,0.0,0.15,1419,1716
F1,Surface Machine,Ball Nosed,6.0,3.0,50.5,31.2,2,115.2,MINI-MINI CHCUK MMC8-90,0.005,144.0,181.381,181.381,146.297,-6.131,11.942,-138.62,69.909,-113.459,5,2.0,0.15,0.0,0.0,1200,600.0,7000,7000,23385.1,1.0,0.0,0.15,1376,1696
PRO,Constant Z,End Mill,6.0,0.0,40.0,25.2,2,109.7,MINI-MINI CHCUK MMC8-90,0.005,300.0,150.0,0.5,210.451,-21.999,73.552,-37.447,-16.5,-50.0,5,2.0,0.0,0.0,0.0,1400,700.0,7000,6000,801.139,0.0,0.5,0.0,38,60
PRO,Offset Area Clearance,End Mill,6.0,0.0,40.0,18.6,2,103.1,MINI-MINI CHCUK MMC8-90,0.1,250.0,110.0,15.35,94.113,-4.649,10.965,-4.633,-0.15,-50.0,5,2.0,0.0,0.3,0.15,1000,500.0,7000,5000,3541.58,3.0,0.25,0.3,330,422
PRO,Constant Z,End Mill,6.0,0.0,40.0,18.6,2,103.1,MINI-MINI CHCUK MMC8-90,0.11,250.0,110.0,4.35,191.518,94.113,54.621,-18.522,-0.161,-50.0,5,2.0,0.0,0.4,0.0,1000,500.0,7000,6000,918.917,0.0,0.25,0.4,57,297
PRO,Constant Z,End Mill,6.0,0.0,40.0,18.6,2,103.1,MINI-MINI CHCUK MMC8-90,0.05,250.0,110.0,15.35,191.798,21.38,54.894,-18.787,-0.155,-50.0,5,2.0,0.0,0.15,0.0,1800,900.0,7000,6000,9149.88,0.0,0.5,0.15,307,328
PRO,Constant Z,End Mill,6.0,0.0,40.0,18.6,2,103.1,MINI-MINI CHCUK MMC8-90,0.005,250.0,110.0,15.35,191.974,94.113,55.075,-18.971,-0.15,-50.0,5,2.0,0.0,-0.025,0.0,1800,900.0,7000,6000,2093.67,0.0,2.0,-0.025,71,276
PRO,Constant Z,End Mill,6.0,0.0,40.0,18.6,2,103.1,MINI-MINI CHCUK MMC8-90,0.005,250.0,110.0,15.3,94.113,-5.023,10.965,-5.024,-0.2,-50.0,5,2.0,0.0,-0.025,0.0,1400,700.0,7000,6000,536.698,0.0,1.0,-0.025,24,107
PRO,Constant Z,End Mill,6.0,0.0,40.0,18.6,2,103.1,MINI-MINI CHCUK MMC8-90,0.005,250.0,110.0,15.35,94.113,21.207,28.382,-8.71,-12.302,-50.0,5,2.0,0.0,-0.01,0.0,1800,900.0,7000,6000,951.005,0.0,1.0,-0.01,32,60
PRO,Pencil Corner,End Mill,6.0,0.0,40.0,18.6,2,103.1,MINI-MINI CHCUK MMC8-90,0.005,250.0,110.0,15.35,94.113,21.219,28.372,-8.7,-12.3,-50.0,5,2.0,0.0,0.0,0.0,1400,140.0,7000,6000,190.133,0.0,0.0,0.0,10,29
PRO,Pattern,Ball Nosed,6.0,3.0,50.5,15.0,2,99.0,MINI-MINI CHCUK MMC8-90,0.005,300.0,150.0,16.35,193.452,-6.499,56.552,-20.446,-14.778,-50.0,5,2.0,0.0,-0.5,0.0,800,400.0,7000,7000,482.31,5.0,0.0,-0.5,43,76
PRO,Constant Z,End Mill,8.0,0.0,40.0,41.6,2,89.6,dummy toolholder name,0.005,300.0,150.0,16.35,211.951,-23.5,75.053,-38.946,-0.151,-50.0,5,2.0,0.0,0.5,0.0,1400,700.0,7000,6000,1734.27,0.0,0.5,0.5,76,1081
PRO,Constant Z,End Mill,8.0,0.0,40.0,41.6,2,89.6,dummy toolholder name,0.005,300.0,150.0,16.35,211.451,-23.0,74.552,-38.447,-0.15,-50.0,5,2.0,0.0,0.0,0.0,1400,700.0,7000,6000,6324.48,0.0,2.0,0.0,273,303
PRO,Pattern,Ball Nosed,6.0,3.0,50.5,27.0,2,111.0,MINI-MINI CHCUK MMC8-90,0.005,300.0,150.0,16.35,208.951,-20.498,72.053,-35.947,-14.778,-50.0,5,2.0,0.0,-0.5,0.0,800,400.0,7000,7000,559.246,5.0,0.0,-0.5,44,85
PRO,Constant Z,End Mill,6.0,0.0,40.0,18.6,2,103.1,MINI-MINI CHCUK MMC8-90,0.005,250.0,135.0,15.5,95.0,21.218,28.37,-8.7,50.0,-2.906,5,2.0,0.0,0.0,0.0,1000,500.0,7000,5000,760.55,0.0,1.0,0.0,47,90
PRO,Pencil Corner,End Mill,6.0,0.0,40.0,18.6,2,103.1,MINI-MINI CHCUK MMC8-90,0.005,250.0,135.0,15.5,95.0,21.218,28.371,-8.7,50.0,-3.2,5,2.0,0.0,0.0,0.0,1000,500.0,7000,5000,190.134,0.0,0.0,0.0,13,39
PRO,Pattern,Ball Nosed,6.0,3.0,50.5,15.0,2,99.0,MINI-MINI CHCUK MMC8-90,0.005,250.0,135.0,15.5,193.452,-6.499,56.552,-20.446,50.0,-0.722,5,2.0,0.0,-0.5,0.0,800,400.0,7000,7000,482.31,5.0,0.0,-0.5,45,106
PRO,Constant Z,End Mill,8.0,0.0,60.0,40.0,2,124.5,michuck2,0.01,391.0,300.0,0.1,189.7,-189.7,146.5,-146.5,70.0,21.001,5,2.0,0.0,0.2,0.0,2000,1000.0,7000,7000,3850.21,0.0,0.1,0.2,133,168
PRO,Drilling,Drill,3.0,0.0,4.5,30.0,2,164.0,dummy toolholder name,0.003,391.0,286.6,20.0,179.5,-179.5,117.3,-117.3,70.0,17.0,5,2.0,0.0,0.0,0.0,100,10.0,7000,2000,60.0,0.0,0.0,0.0,57,108
PRO,Drilling,Drill,4.2,0.0,21.0,40.0,2,174.0,dummy toolholder name,0.003,391.0,286.6,20.0,179.5,-179.5,117.3,-117.3,70.0,0.0,5,2.0,0.0,0.0,0.0,200,20.0,7000,2000,274.4,0.0,0.0,0.0,117,211
PRO,Constant Z,Ball Nosed,6.0,3.0,50.5,25.0,2,109.0,MINI-MINI CHCUK MMC8-90,0.003,391.0,286.6,19.9,59.859,-59.859,121.662,-121.66,70.0,15.811,5,2.0,-0.25,0.0,0.0,1400,700.0,7000,9000,1708.62,0.0,0.15,-0.25,82,99
PRO,Raster,Ball Nosed,6.0,3.0,50.5,25.0,2,109.0,MINI-MINI CHCUK MMC8-90,0.005,391.0,286.6,20.5,47.728,-47.727,143.25,-143.25,70.0,12.247,5,2.0,0.0,0.0,0.0,3000,1500.0,7000,9000,89861.6,0.3,0.0,0.0,2042,3677
PRO,Along Corner,Ball Nosed,6.0,3.0,50.5,25.0,2,109.0,MINI-MINI CHCUK MMC8-90,0.005,391.0,286.6,7.5,44.625,-44.625,108.887,-108.877,70.0,12.5,5,2.0,0.0,0.0,0.0,3000,1500.0,7000,9000,4735.89,0.0,0.0,0.0,124,218
PRO,Raster,Ball Nosed,6.0,3.0,50.5,25.0,2,109.0,MINI-MINI CHCUK MMC8-90,0.003,391.0,286.6,20.5,188.3,-188.3,143.657,-143.749,70.0,16.336,5,2.0,0.0,0.0,0.0,3000,1500.0,7000,9000,8394.76,0.2,0.0,0.0,193,261
PRO,Constant Z,End Mill,4.0,0.0,40.0,21.2,2,105.2,MINI-MINI CHCUK MMC8-90,0.005,391.0,286.6,20.0,180.748,-180.748,118.548,-118.548,70.0,0.001,5,2.0,0.0,0.0,0.0,700,350.0,7000,9000,708.045,0.0,2.0,0.0,136,160
PRO,Offset Flat,End Mill,4.0,0.0,40.0,21.2,2,105.2,MINI-MINI CHCUK MMC8-90,0.004,391.0,286.6,20.0,45.635,-45.635,127.66,-127.66,70.0,11.9,5,2.0,0.0,-0.01,0.0,1000,500.0,7000,9000,3745.92,1.5,0.0,-0.01,290,342
PRO,Drilling,Drill,4.1,0.0,20.5,30.0,2,164.0,dummy toolholder name,0.003,391.0,286.6,20.0,55.5,-55.5,117.3,-117.3,70.0,8.5,5,2.0,0.0,0.0,0.0,640,1.6,7000,800,108.0,0.0,0.0,0.0,16,86
PRO,Along Corner,Ball Nosed,6.0,3.0,50.5,25.0,2,109.0,MINI-MINI CHCUK MMC8-90,0.005,391.0,286.6,7.5,155.625,-155.625,108.889,-108.878,70.0,12.5,5,2.0,0.0,0.0,0.0,3000,1500.0,7000,9000,9470.81,0.0,0.0,0.0,261,433
PRO,Offset Flat,End Mill,4.0,0.0,40.0,21.2,2,105.2,MINI-MINI CHCUK MMC8-90,0.004,391.0,286.6,20.0,156.635,-156.635,127.66,-127.66,70.0,11.9,5,2.0,0.0,-0.01,0.0,1000,500.0,7000,9000,7492.22,1.5,0.0,-0.01,574,656
F1,Offset Area Clearance,End Mill,8.0,0.0,40.0,25.0,2,177.0,SHRINKFITA2,0.01,350.0,90.0,35.5,4.2,-354.2,24.885,-73.088,30.0,16.007,5,2.0,0.0,0.0,0.0,2000,1000.0,7000,6000,4983.0,0.3,0.0,0.0,402,1036
F1,Offset Area Clearance,End Mill,8.0,0.0,40.0,25.0,2,177.0,SHRINKFITA2,0.005,350.0,90.0,35.5,3.27,-352.438,33.264,24.5,30.0,-5.519,5,2.0,0.0,0.0,0.0,1800,1000.0,7000,6000,2824.58,4.0,0.0,0.0,243,348
F1,Pattern,Tip Radiused,17.0,3.0,85.0,30.0,2,85.0,dummy toolholder name,0.01,350.0,90.0,35.5,10.0,-360.0,19.673,-67.873,30.0,15.443,5,2.0,0.0,0.0,0.2,2000,1000.0,7000,4000,19965.6,5.0,0.0,0.0,755,811
F1,Offset Area Clearance,Tip Radiused,17.0,3.0,85.0,30.0,2,85.0,dummy toolholder name,0.1,350.0,90.0,35.5,8.925,-358.925,29.825,-78.025,30.0,9.994,5,2.0,0.3,0.0,0.0,2000,1000.0,7000,4000,49216.8,10.0,0.0,0.3,1901,2684
F1,Offset Area Clearance,Tip Radiused,17.0,3.0,85.0,30.0,2,85.0,dummy toolholder name,0.1,350.0,90.0,35.5,8.925,-358.5,29.825,-78.025,30.0,2.536,5,2.0,0.3,0.0,0.0,2000,1000.0,7000,4000,49329.5,10.0,0.0,0.3,1829,2484
F1,Offset Area Clearance,Tip Radiused,17.0,3.0,85.0,30.0,2,85.0,dummy toolholder name,0.1,350.0,90.0,35.5,8.925,-358.5,29.825,-78.025,30.0,-5.519,5,2.0,0.3,0.0,0.0,2000,1000.0,7000,4000,44979.7,10.0,0.0,0.3,1657,2186
F1,Pattern,Tip Radiused,17.0,3.0,85.0,30.0,2,85.0,dummy toolholder name,0.01,339.569,84.5,32.735,7.0,-339.388,28.25,-61.5,30.0,12.85,5,2.0,0.0,0.0,0.0,2000,1000.0,7000,4000,2509.23,5.0,0.0,0.0,105,130
F1,Offset Area Clearance,Ball Nosed,6.0,3.0,50.5,20.8,2,104.8,MINI-MINI CHCUK MMC8-90,0.1,350.0,90.0,35.5,2.495,-341.71,20.151,-45.927,30.0,-4.027,5,2.0,0.3,0.0,0.0,1200,800.0,10000,7000,16034.8,3.0,0.0,0.3,1207,1717
F1,Constant Z,End Mill,8.0,0.0,40.0,25.0,2,177.0,SHRINKFITA2,0.01,350.0,90.0,35.5,-273.58,-341.066,8.3,-19.9,30.0,8.502,5,2.0,0.0,0.0,0.0,1000,500.0,7000,6000,2508.34,0.0,0.3,0.0,186,253
F1,Pattern,End Mill,8.0,0.0,40.0,25.0,2,177.0,SHRINKFITA2,0.01,350.0,90.0,35.5,-315.673,-343.695,-35.1,-56.499,30.0,5.5,5,2.0,0.0,0.0,0.07,1000,500.0,7000,6000,97.7555,5.0,0.0,0.0,9,74
F1,Pattern,End Mill,8.0,0.0,40.0,25.0,2,177.0,SHRINKFITA2,0.004,347.0,84.5,32.735,-279.307,-348.706,8.3,-62.5,30.0,5.4,5,2.0,0.0,-0.05,0.0,1500,750.0,7000,6500,294.822,5.0,0.0,-0.05,18,113
F1,Pattern,End Mill,8.0,0.0,40.0,25.0,2,177.0,SHRINKFITA2,0.004,347.0,84.5,32.735,0.28,-347.856,33.515,-62.5,30.0,8.5,5,2.0,0.0,-0.05,0.0,1500,1000.0,10000,6500,890.728,5.0,0.0,-0.05,52,233
F1,Drilling,Drill,4.2,0.0,21.0,20.0,2,154.0,dummy toolholder name,0.004,350.0,90.0,35.5,-5.0,-311.861,15.3,-47.4,30.0,0.0,5,2.0,0.0,0.0,0.0,80,8.0,7000,4000,121.41,0.0,0.0,0.0,107,207
F1,Interleaved Constant Z,Ball Nosed,6.0,3.0,50.5,15.0,2,99.0,MINI-MINI CHCUK MMC8-90,0.005,350.0,90.0,35.5,-265.0,-343.2,14.264,-58.367,30.0,1.496,5,2.0,0.0,0.0,0.0,2000,1500.0,10000,9000,8265.26,0.25,0.0,0.0,337,835
F1,Constant Z,End Mill,4.0,0.0,40.0,10.0,2,94.0,MINI-MINI CHCUK MMC8-90,0.005,350.0,90.0,35.5,0.403,-305.973,-0.7,-44.3,30.0,8.613,5,2.0,0.0,0.0,0.0,764,382.0,10000,4775,953.708,0.0,0.15,0.0,93,141
F1,Offset Flat,End Mill,4.0,0.0,40.0,10.0,2,94.0,MINI-MINI CHCUK MMC8-90,0.005,350.0,90.0,35.5,-0.594,-306.032,-0.701,-44.3,30.0,8.5,5,2.0,0.0,0.0,0.0,764,382.0,10000,4775,85.8944,2.0,0.0,0.0,11,29
F1,Pattern,End Mill,4.0,0.0,40.0,10.0,2,94.0,MINI-MINI CHCUK MMC8-90,0.005,350.0,90.0,35.5,3.0,-175.0,16.066,-24.1,30.1,12.897,5,2.0,0.0,-0.1,0.0,360,36.0,7000,4500,1805.66,5.0,0.0,-0.1,390,542
F1,Stitch Corner,End Mill,4.0,0.0,40.0,10.0,2,94.0,MINI-MINI CHCUK MMC8-90,0.005,350.0,90.0,35.5,-336.832,-340.186,-20.053,-29.98,30.0,11.109,5,2.0,0.0,0.0,0.0,478,239.0,7000,4775,256.436,0.0,0.0,0.0,42,82
F1,Multipencil Corner,Ball Nosed,3.0,1.5,15.0,20.0,2,104.0,MINI-MINI CHCUK MMC8-90,0.004,350.0,90.0,35.5,-272.834,-336.442,4.697,-0.3,30.0,8.662,5,2.0,0.0,0.0,0.0,1000,500.0,7000,10000,717.318,0.0,0.0,0.0,53,166
F1,Drilling,Drill,4.2,0.0,21.0,20.0,2,154.0,dummy toolholder name,0.004,350.0,90.0,35.5,-5.0,-311.861,15.3,-47.4,30.0,3.235,5,2.0,0.0,0.0,0.0,160,500.0,7000,200,168.0,0.0,0.0,0.0,68,430
F1,Constant Z,Ball Nosed,6.0,3.0,50.5,30.0,2,114.0,MINI-MINI CHCUK MMC8-90,0.005,339.42,74.979,30.87,284.73,169.71,80.0,11.216,-16.955,-50.319,5,2.0,0.0,0.1,0.0,1200,600.0,7000,7000,115.082,0.0,0.3,0.1,8,25
F1,Rotary,Ball Nosed,6.0,3.0,50.5,30.0,2,114.0,MINI-MINI CHCUK MMC8-90,0.005,31.0,30.0,30.0,211.0,186.0,80.0,-9.58,9.579,-9.581,5,2.0,0.0,0.0,0.0,2000,1000.0,7000,9000,5176.62,0.3,0.0,0.0,156,965
F1,Drilling,Drill,2.0,0.0,6.4,30.0,2,164.0,dummy toolholder name,0.005,339.647,74.974,30.785,302.06,169.823,80.0,6.505,-16.957,-43.2,5,2.0,0.0,0.0,0.0,28,14.0,7000,2100,4.0,0.0,0.0,0.0,10,24
F1,Drilling,Drill,2.0,0.0,6.4,30.0,2,164.0,dummy toolholder name,0.005,9.75,6.0,21.5,302.06,8.0,0.0,-6.5,-5.8,-100.0,5,2.0,0.0,0.0,0.0,28,14.0,7000,2100,10.0,0.0,0.0,0.0,25,36
F1,Drilling,Drill,3.0,0.0,60.0,30.0,2,164.0,dummy toolholder name,0.005,339.647,74.974,30.785,302.06,169.823,80.0,-14.0,-16.957,-43.2,5,2.0,0.0,0.0,0.0,28,14.0,7000,1400,29.005,0.0,0.0,0.0,74,388
F1,Drilling,Drill,8.5,0.0,70.0,40.0,2,174.0,dummy toolholder name,0.005,9.75,6.0,21.5,302.06,293.185,0.0,0.0,-31.0,-100.0,5,2.0,0.0,0.0,0.0,30,15.0,7000,494,29.7,0.0,0.0,0.0,62,358
F1,Profile Area Clearance,Tip Radiused,12.4,3.0,30.0,45.0,2,102.0,dummy toolholder name,0.1,339.42,74.979,30.87,169.71,28.876,5.564,-5.571,4.539,-80.0,5,2.0,0.2,0.0,0.0,1400,700.0,7000,5500,12342.8,0.0,0.2,0.2,670,900
F1,Pattern,Ball Nosed,6.0,3.0,50.5,30.0,2,114.0,MINI-MINI CHCUK MMC8-90,0.005,108.548,34.825,15.913,218.723,184.377,80.3,1.8,11.777,-11.778,5,2.0,0.0,0.0,0.0,2000,1000.0,9000,9000,6251.9,5.0,0.0,0.0,189,283
F1,Pattern,Ball Nosed,6.0,3.0,50.5,30.0,2,114.0,MINI-MINI CHCUK MMC8-90,0.005,108.548,34.825,15.913,218.723,184.377,-1.8,-80.3,11.777,-11.778,5,2.0,0.0,0.0,0.0,2000,1000.0,9000,9000,6251.94,5.0,0.0,0.0,189,269
F1,3D Offset,Ball Nosed,6.0,3.0,50.5,30.0,2,114.0,MINI-MINI CHCUK MMC8-90,0.004,108.548,40.0,15.913,272.997,163.649,-2.202,-80.0,17.995,-17.68,5,2.0,0.0,0.0,0.0,1600,800.0,7000,10000,15737.1,0.2,0.0,0.0,621,758
F1,Constant Z,Ball Nosed,6.0,3.0,50.5,30.0,2,114.0,MINI-MINI CHCUK MMC8-90,0.005,108.548,34.825,24.413,272.495,167.695,6.995,-80.0,16.933,-16.256,5,2.0,0.0,-0.05,0.0,2000,1000.0,9000,9000,10984.1,0.0,0.2,-0.05,557,819
F1,Constant Z,End Mill,2.0,0.0,10.64,15.0,2,99.0,MINI-MINI CHCUK MMC8-90,0.005,28.2,25.44,9.8,14.1,7.494,0.0,-7.005,1.0,-80.0,5,2.0,0.0,-0.007,0.0,200,100.0,7000,6000,446.801,0.0,0.07,-0.007,140,172
F1,Constant Z,End Mill,2.0,0.0,10.64,15.0,2,99.0,MINI-MINI CHCUK MMC8-90,0.005,28.2,25.44,10.15,14.1,7.493,0.0,-7.007,80.0,-1.0,5,2.0,0.0,-0.007,0.0,200,100.0,7000,6000,462.674,0.0,0.07,-0.007,145,176
F1,3D Offset,Ball Nosed,6.0,3.0,50.5,30.0,2,114.0,MINI-MINI CHCUK MMC8-90,0.004,108.548,40.0,15.913,272.997,163.985,80.0,2.202,17.946,-17.7,5,2.0,0.0,0.0,0.0,1600,800.0,7000,10000,15734.8,0.2,0.0,0.0,621,764
F1,Constant Z,Ball Nosed,6.0,3.0,50.5,22.4,2,105.4,dummy toolholder name,0.005,90.481,7.984,16.0,109.518,24.982,-16.765,-34.872,72.501,36.136,5,2.0,0.0,-0.02,0.0,800,400.0,7000,7000,1881.7,0.0,0.1,-0.02,146,308
F1,Constant Z,Ball Nosed,6.0,3.0,50.5,22.4,2,105.4,dummy toolholder name,0.005,90.481,7.984,16.0,109.518,24.982,-39.15,-78.034,18.754,8.065,5,2.0,0.0,-0.02,0.0,800,400.0,7000,7000,1881.7,0.0,0.1,-0.02,146,308
F1,Constant Z,Ball Nosed,6.0,3.0,50.5,22.4,2,105.4,dummy toolholder name,0.005,90.481,7.984,16.0,109.518,24.982,-31.189,-63.156,-24.594,-50.019,5,2.0,0.0,-0.02,0.0,800,400.0,7000,7000,1881.7,0.0,0.1,-0.02,146,308
F1,Constant Z,Ball Nosed,6.0,3.0,50.5,22.4,2,105.4,dummy toolholder name,0.005,90.481,7.984,16.0,109.518,24.982,1.018,-1.018,-40.2,-80.0,5,2.0,0.0,-0.02,0.0,800,400.0,7000,7000,1881.7,0.0,0.1,-0.02,146,308
F1,Constant Z,Ball Nosed,6.0,3.0,50.5,22.4,2,105.4,dummy toolholder name,0.005,90.481,7.984,16.0,109.518,24.982,62.658,31.19,-24.583,-50.643,5,2.0,0.0,-0.02,0.0,800,400.0,7000,7000,1881.7,0.0,0.1,-0.02,146,308
F1,Constant Z,Ball Nosed,6.0,3.0,50.5,22.4,2,105.4,dummy toolholder name,0.005,90.481,7.984,16.0,109.518,24.982,78.212,39.15,17.976,8.076,5,2.0,0.0,-0.02,0.0,800,400.0,7000,7000,1881.7,0.0,0.1,-0.02,146,308
F1,Constant Z,Ball Nosed,6.0,3.0,50.5,22.4,2,105.4,dummy toolholder name,0.005,90.481,7.984,16.0,109.518,24.982,35.591,16.744,72.155,36.136,5,2.0,0.0,-0.02,0.0,800,400.0,7000,7000,1881.7,0.0,0.1,-0.02,146,308
F1,Constant Z,End Mill,6.0,0.0,40.0,40.0,2,122.5,MINI-MINI CHCUK MMC8-90 TAPER,0.006,126.1,15.527,40.85,127.623,7.678,95.169,32.738,-4.513,-40.537,5,1.0,0.0,-0.025,0.0,1000,500.0,7000,5000,6695.79,0.0,0.25,-0.025,527,745
F1,Constant Z,End Mill,6.0,0.0,40.0,40.0,2,122.5,MINI-MINI CHCUK MMC8-90 TAPER,0.006,126.1,15.527,40.85,127.623,7.678,95.169,32.738,-4.513,-40.537,5,2.0,0.0,-0.025,0.0,1000,500.0,7000,5000,1857.28,0.0,0.25,-0.025,161,335
F1,Constant Z,End Mill,6.0,0.0,40.0,40.0,2,122.5,MINI-MINI CHCUK MMC8-90 TAPER,0.005,126.1,15.527,17.7,118.509,16.791,91.601,22.668,-5.448,-37.991,5,1.0,0.0,-0.01,0.0,800,400.0,7000,5000,2332.32,0.0,0.15,-0.01,182,260
F1,Constant Z,End Mill,6.0,0.0,40.0,40.0,2,122.5,MINI-MINI CHCUK MMC8-90 TAPER,0.006,126.1,15.527,6.7,116.508,18.793,76.1,17.455,-10.628,-39.116,5,1.0,0.0,-0.01,0.0,600,300.0,7000,4000,859.002,0.0,0.05,-0.01,90,385
F1,Drilling,Drill,2.0,0.0,2.5,50.2,2,134.2,mini chuck,0.005,125.5,14.136,18.15,92.25,42.25,-23.946,-44.074,88.386,16.767,5,3.0,0.0,0.0,0.0,28,15.0,7000,1600,10.0,0.0,0.0,0.0,124,120
F1,Drilling,Drill,2.0,0.0,2.5,50.2,2,134.2,mini chuck,0.005,125.5,14.136,18.15,92.25,42.25,-40.589,-86.391,33.43,-24.004,5,3.0,0.0,0.0,0.0,28,15.0,7000,1600,10.0,0.0,0.0,0.0,124,120
F1,Drilling,Drill,2.0,0.0,2.5,50.2,2,134.2,mini chuck,0.005,125.5,14.136,18.15,92.25,42.25,-6.54,-80.0,-40.331,-46.7,5,3.0,0.0,0.0,0.0,28,15.0,7000,1600,10.0,0.0,0.0,0.0,124,120
F1,Drilling,Drill,2.0,0.0,2.5,50.2,2,134.2,mini chuck,0.005,125.5,14.136,18.15,92.25,42.25,32.434,-13.368,-34.23,-91.663,5,3.0,0.0,0.0,0.0,28,15.0,7000,1600,10.0,0.0,0.0,0.0,124,120
F1,Drilling,Drill,2.0,0.0,2.5,50.2,2,134.2,mini chuck,0.005,125.5,14.136,18.15,92.25,42.25,63.331,46.984,4.016,-67.603,5,3.0,0.0,0.0,0.0,28,15.0,7000,1600,10.0,0.0,0.0,0.0,124,120
F1,Drilling,Drill,2.0,0.0,2.5,50.2,2,134.2,mini chuck,0.005,125.5,14.136,18.15,92.25,42.25,92.34,26.154,39.238,6.36,5,3.0,0.0,0.0,0.0,28,15.0,7000,1600,10.0,0.0,0.0,0.0,124,120
F1,Drilling,Drill,2.0,0.0,2.5,50.2,2,134.2,mini chuck,0.005,125.5,14.136,18.15,92.25,42.25,51.815,-14.37,76.786,44.913,5,3.0,0.0,0.0,0.0,28,15.0,7000,1600,10.0,0.0,0.0,0.0,124,120
F1,Drilling,Drill,2.0,0.0,2.5,50.2,2,134.2,mini chuck,0.005,125.5,14.136,18.15,127.0,8.3,90.518,16.188,-3.162,-39.376,5,3.0,0.0,0.0,0.0,28,15.0,7000,1600,20.0,0.0,0.0,0.0,216,181
F1,Drilling,Drill,5.0,0.0,70.0,72.0,2,206.0,dummy toolholder name,0.005,125.5,14.136,18.15,92.25,42.25,-23.946,-46.197,88.386,7.467,5,3.0,0.0,0.0,0.0,38,45.0,7000,960,33.2794,0.0,0.0,0.0,90,120
F1,Drilling,Drill,5.0,0.0,70.0,72.0,2,206.0,dummy toolholder name,0.005,125.5,14.136,18.15,92.25,42.25,-34.641,-86.391,33.43,-31.462,5,3.0,0.0,0.0,0.0,38,45.0,7000,960,33.2794,0.0,0.0,0.0,90,120
F1,Drilling,Drill,5.0,0.0,70.0,72.0,2,206.0,dummy toolholder name,0.005,125.5,14.136,18.15,92.25,42.25,3.0,-80.0,-40.331,-46.7,5,3.0,0.0,0.0,0.0,38,45.0,7000,960,33.2794,0.0,0.0,0.0,90,120
F1,Drilling,Drill,5.0,0.0,70.0,72.0,2,206.0,dummy toolholder name,0.005,125.5,14.136,18.15,92.25,42.25,38.382,-13.368,-26.771,-91.663,5,3.0,0.0,0.0,0.0,38,45.0,7000,960,33.2794,0.0,0.0,0.0,90,120
F1,Drilling,Drill,5.0,0.0,70.0,72.0,2,206.0,dummy toolholder name,0.005,125.5,14.136,18.15,92.25,42.25,63.331,44.862,13.317,-67.603,5,3.0,0.0,0.0,0.0,38,45.0,7000,960,33.2794,0.0,0.0,0.0,90,120
